0.000000000000000000e+00,3.000000000000000000e+02,3.244754434315989897e+02
3.333333333333333287e-02,2.500000000000000000e+02,3.210539903874181960e+02
6.666666666666666574e-02,2.500000000000000000e+02,3.177939378449736409e+02
1.000000000000000056e-01,2.500000000000000000e+02,3.147264494833663093e+02
1.333333333333333315e-01,2.500000000000000000e+02,3.118669011064120582e+02
1.666666666666666574e-01,2.500000000000000000e+02,3.092195831846203760e+02
2.000000000000000111e-01,2.500000000000000000e+02,3.067813956968976186e+02
2.333333333333333370e-01,2.500000000000000000e+02,3.045445634549990928e+02
2.666666666666666630e-01,2.500000000000000000e+02,3.024985463727600745e+02
2.999999999999999889e-01,2.565507355349849945e+02,3.010676848483416848e+02
3.333333333333333148e-01,2.683249970902653558e+02,3.005477413157567526e+02
3.666666666666666408e-01,2.723881440278403829e+02,3.003448559572826184e+02
4.000000000000000222e-01,2.737968617462584007e+02,3.002541194328394454e+02
4.333333333333333481e-01,2.742922371079399113e+02,3.002047298841046654e+02
4.666666666666666741e-01,2.744723640105142408e+02,3.001720062104490125e+02
5.000000000000000000e-01,2.745426980193396957e+02,3.001471432618291146e+02
5.333333333333333259e-01,2.745739553869062775e+02,3.001268292476115676e+02
5.666666666666666519e-01,2.745905874621840894e+02,3.001096760334521036e+02
5.999999999999999778e-01,2.746011525151168939e+02,3.000949894307561294e+02
6.333333333333333037e-01,2.746087362298665084e+02,3.000823429337588095e+02
6.666666666666666297e-01,2.746145272535219988e+02,3.000714275278851346e+02
6.999999999999999556e-01,3.486970087356143608e+02,3.049982074212679208e+02
7.333333333333332815e-01,3.058984304926993332e+02,3.066497517175091048e+02
7.666666666666666075e-01,2.911191777292576148e+02,3.071779040821307376e+02
8.000000000000000444e-01,2.860020889154667998e+02,3.073212655263132547e+02
8.333333333333333703e-01,2.842451504618106810e+02,3.073358027416459777e+02
8.666666666666666963e-01,2.836582583217781917e+02,3.073101824226158101e+02
9.000000000000000222e-01,2.834767404498747965e+02,3.072747546941266137e+02
9.333333333333333481e-01,2.834335451444111413e+02,3.072395566059126963e+02
9.666666666666666741e-01,2.834356745979295624e+02,3.072075933356048267e+02
1.000000000000000000e+00,2.834510167749135690e+02,3.071794792397707852e+02
1.033333333333333215e+00,2.834687098211607008e+02,3.071550524906973578e+02
1.066666666666666652e+00,2.834852777796659780e+02,3.071339319179361382e+02
1.100000000000000089e+00,2.834997840387121073e+02,3.071157015069081240e+02
1.133333333333333304e+00,2.835121745270648148e+02,3.070999812497186667e+02
1.166666666666666741e+00,2.835225748988175383e+02,3.070864278512469241e+02
1.199999999999999956e+00,2.835312345258045639e+02,3.070747426394136141e+02
1.233333333333333393e+00,2.835383932995455325e+02,3.070646673927061556e+02
1.266666666666666607e+00,2.835442656369364158e+02,3.070559793631136358e+02
1.300000000000000044e+00,2.835490386248733330e+02,3.070484865737869313e+02
1.333333333333333259e+00,2.835528739664324007e+02,3.070420236249951813e+02
1.366666666666666696e+00,3.500000000000000000e+02,3.114853050057516270e+02
1.399999999999999911e+00,3.106125547653016952e+02,3.129531578894351469e+02
1.433333333333333348e+00,2.984685973003643653e+02,3.135008680915969421e+02
1.466666666666666563e+00,2.940835126973615274e+02,3.137157509401920947e+02
1.500000000000000000e+00,2.924823075093514149e+02,3.138081755703484532e+02
1.533333333333333215e+00,2.918873723576078874e+02,3.138542483519833581e+02
1.566666666666666652e+00,2.916583745739517894e+02,3.138817626391912086e+02
1.600000000000000089e+00,2.915636693023866997e+02,3.139010181346703234e+02
1.633333333333333304e+00,2.915192752516111341e+02,3.139159620863582063e+02
1.666666666666666741e+00,2.914945528792319465e+02,3.139282110861118440e+02
1.699999999999999956e+00,2.914782062569840377e+02,3.139385115940140736e+02
1.733333333333333393e+00,2.914659685924603991e+02,3.139472722334034529e+02
1.766666666666666607e+00,2.914561420792141462e+02,3.139547596740723066e+02
1.800000000000000044e+00,2.914479803381944976e+02,3.139611723174838858e+02
1.833333333333333259e+00,2.914410999858897640e+02,3.139666693636195873e+02
1.866666666666666696e+00,2.914352650550496264e+02,3.139713833901450357e+02
1.899999999999999911e+00,2.914303067166163146e+02,3.139754266722227953e+02
1.933333333333333348e+00,2.914260922855409603e+02,3.139788949753817064e+02
1.966666666666666563e+00,2.914225124493295880e+02,3.139818702281101537e+02
2.000000000000000000e+00,2.914194752393726731e+02,3.139844226515163541e+02
2.033333333333333215e+00,3.500000000000000000e+02,3.179403552980587619e+02
2.066666666666666430e+00,3.236309462351814545e+02,3.198829204806707480e+02
2.100000000000000089e+00,3.071978815181864206e+02,3.206108543223197103e+02
2.133333333333333304e+00,3.010002451153816310e+02,3.208822694538523592e+02
2.166666666666666519e+00,2.986525269431867855e+02,3.209806088436983487e+02
2.200000000000000178e+00,2.977705391872318614e+02,3.210135274059885546e+02
2.233333333333333393e+00,2.974483147081474499e+02,3.210220946236700001e+02
2.266666666666666607e+00,2.973394172416918764e+02,3.210219589881768911e+02
2.299999999999999822e+00,2.973110700806213345e+02,3.210190275002702265e+02
2.333333333333333481e+00,2.973124930430059862e+02,3.210154853610291070e+02
2.366666666666666696e+00,2.973243297738811179e+02,3.210121009684682463e+02
2.399999999999999911e+00,2.973392717802440188e+02,3.210091093474405852e+02
2.433333333333333126e+00,2.973546192608025649e+02,3.210065498101978392e+02
2.466666666666666785e+00,2.973694267531597006e+02,3.210043942376037762e+02
2.500000000000000000e+00,2.973834094009406499e+02,3.210025951624164122e+02
2.533333333333333215e+00,2.973965250036766861e+02,3.210011032380871825e+02
2.566666666666666430e+00,2.974088152324359839e+02,3.209998740862682780e+02
2.600000000000000089e+00,2.974203356988430755e+02,3.209988662206635581e+02
2.633333333333333304e+00,2.974311712291582239e+02,3.209980457524694657e+02
2.666666666666666519e+00,2.974413821702859195e+02,3.209973835307421837e+02
2.700000000000000178e+00,3.500000000000000000e+02,3.245889003676037419e+02
2.733333333333333393e+00,3.335215229076563332e+02,3.269422780773131763e+02
2.766666666666666607e+00,3.132147524735824504e+02,3.278507535533692590e+02
2.799999999999999822e+00,3.050265109845340703e+02,3.281795490239596802e+02
2.833333333333333481e+00,3.017481884915333694e+02,3.282746869480292276e+02
2.866666666666666696e+00,3.004993613231321206e+02,3.282785933139364261e+02
2.899999999999999911e+00,3.000877566233207858e+02,3.282500606412845627e+02
2.933333333333333126e+00,3.000141745935482049e+02,3.282129364150349602e+02
2.966666666666666785e+00,3.000699739733766478e+02,3.281764546408567753e+02
3.000000000000000000e+00,3.001690163047102828e+02,3.281438024181599644e+02
3.033333333333333215e+00,3.002767079015303580e+02,3.281157281696603150e+02
3.066666666666666430e+00,3.003799664723545106e+02,3.280920504354631362e+02
3.100000000000000089e+00,3.004745414306565863e+02,3.280722791660842290e+02
3.133333333333333304e+00,3.005596924592107371e+02,3.280558638512368361e+02
3.166666666666666519e+00,3.006359796353128218e+02,3.280422862863255205e+02
3.200000000000000178e+00,3.007043632215946332e+02,3.280310898121178980e+02
3.233333333333333393e+00,3.007658506886832015e+02,3.280218834869034481e+02
3.266666666666666607e+00,3.008213696027465858e+02,3.280143371151569909e+02
3.299999999999999822e+00,3.008717316508057138e+02,3.280081735901962361e+02
3.333333333333333481e+00,3.009176317920142196e+02,3.280031610620006290e+02
3.366666666666666696e+00,3.500000000000000000e+02,3.314164341811813301e+02
3.399999999999999911e+00,3.389164340082709259e+02,3.340982272570664691e+02
3.433333333333333126e+00,3.153666626985381072e+02,3.351988534376370126e+02
3.466666666666666785e+00,3.049347613764487051e+02,3.355985929993651098e+02
